code,nama,office
007X,GUDANG 007,000000
0402,TPS/GD.KPBC TANJUNG PRIOK II,000000
200X,GUDANG 200X - POS E,000000
202X,LAPANGAN 202X,000000
207X,GD/LAP.207X,000000
209X,GD/LAP.209-210,000000
213X,GUDANG 213X,000000
300X,GD/LAP.300-302,000000
304X,GD/LAP.304-305,000000
4104,GUDANG 104,000000
7KAB,KABER PT. BONECOM,000000
AIRN,PT. AIRIN (DP3),000000
ASRI,KABER PT. BRENTANINDO ASRI,000000
BINA,PT. BINA SARANA  AMITY (DP3),000000
CENT,PT. CENTRAL SARANA NIAGA MAKMUR (DP3),000000
CVSU,CV. SETIAWAN UTAMA,000000
DHAR,KABER PT. DHARMA KARYA PERDANA,000000
DWIP,PT.DWIPA,000000
EXPR,KABER PT. DUNIA EXPRES,000000
FORD,PPGB PT. FORD MOTOR INDONESIA,000000
G107,GUDANG 107,000000
G114,GUDANG 114,000000
G115,GUDANG 115,000000
G201,GUDANG 201,000000
G203,GUDANG 203,000000
G813,GUDANG 108 -113,000000
GAPI,GUDANG API / PRIMANATA,000000
GCFS,GUDANG CFS NUSANTARA/PERCA,000000
GCTU,PT. GUNA CITRA TRANS UTAMA,000000
GDKP,GB PT DHARMA KARYA PERDANA,000000
GMS1,GUDANG MAS SATRIA,000000
GSAL,GLOBAL SARANA LOGISTIK,000000
GSRA,LAP.GRAHA SEGARA,000000
GTAM,GUDANG BERIKAT TOYOTA ASTRA MOTOR,000000
HMLA,PT. HARJA MUKTI LANGGENG (DP3),000000
INFO,KABER. PT. INFOPEN,000000
INTI,KABER. PT.BENOLI INTI KARYA,000000
JAYA,KABER. PT. LAUTAN JAYA KUMALA,000000
KARA,PT. KARAVAN (TPS),000000
KOJA,LAP KOJA - KSO TPK KOJA,000000
L006,TPS LAP 006-007 PT. PRIMA NP,000000
LOKA,KABER.  PT. PESAKA LOKA KIRANA,000000
MAPR,PT.MITRA ABADI PRATAMA(UGD),000000
MARU,KABER.  MARUNDA,000000
MBPU,PT. MULTI BINA PURA (DP3),000000
MMLG,MM LOGISTIK,000000
MORI,PT.MORIS (DP3),000000
MSAB,MULTI SEJAHTERA ABADI,000000
MSAP,PT.MSA,000000
NISE,PT. NIHON SEIKI INDONESIA,000000
NLIJ,PT. NITTSU LEMO INDONESIA LOGISTIK,000000
NUSA,KABER.  NUSANTARA TG. PRIOK,000000
PESA,PT. PESAKA LOKA KIRANA (TPS),000000
PGFA,PT. GELOMBANG FAJAR,000000
PJDC,PT. JAKARTA DISTRIBUTION CENTRE,000000
PLII,PT. PELABUHAN INDONESIA II,000000
PPUN,PT. PUNINAR SARANA RAYA,000000
PSAP,PT. PUTRA SIGAOL ARGANTA PERKASA,000000
PUNI,PT. PUNINAR PACIFIC (DP3),000000
RA33,GUDANG RA 33-35,000000
RAYA,PT.AGUNG RAYA,000000
RUNA,PT. BIMARUNA JAYA (DP3),000000
SDKP,TPS PT DHARMA KARYA PERDANA,000000
SENA,LAP. TIMBUN SENAWANGI,000000
SOSO,GUDANG PASOSO/CDC,000000
SUPA,GUDANG SUNDA KELAPA,000000
T09X,GUDANG DAN LAP. TIMBUN 009X,000000
T106,GUDANG DAN LAP. TIMBUN 106,000000
T208,GD/LAP.208,000000
T303,GD/LAP303,000000
TIKA,GD. DHARMA KARTIKA BAKTI,000000
TMAL,PT. MUSTIKA ALAM LESTARI,000000
TMKT,PT. MASAJI KARGOSENTRA TAMA,000000
TMSA,TPP PT. MULTI SEJAHTERA ABADI  ( TP I ),000000
TMSI,LAP. TIMBUN MTI (BANDA) 215X,000000
TNDO,PT. TRANSPORINDO LP,000000
TPK1,UTPK 1 IMPOR,000000
TPK2,UTPK II,000000
TPK3,UTPK III,000000
TRAN,TRANSPORTAMA SELATAN / T S I,000000
TRIS,PT. TRI SARI,000000
TRMA,PT. LAUTAN TIRTA TRANSPORTAMA,000000
TUNG,PT. TUNGYA COLLINS TERMINAL,000000
ULIM,PT. UJUNG LIMA (DP3),000000
UTPK,UTPK DUMMY,000000
123,IKC,009000
2022,APK2022,009000
250422,TEST-IKC25,009000
281,test gudang,009000
2910,Coba SB,009000
2X11,SCICIN,009000
666,666,009000
99,Sembian9,009000
999,TES2023,009000
A,PT,009000
ABC,ABC1,009000
AI,AI,009000
AISE,AISE,009000
APK22,APK,009000
C7,C7,009000
CCC,Command Center,009000
CK01,Gudang Cukai,009000
CK02,Gudang Cukai,009000
DABN,PT. Delta Artha Bahari Nusantara,009000
DIKC,DIKC,009000
DPI,DPI,009000
G001,G_pertama,009000
G2910,Group Gudang SB,009000
G666,GUDANG6,009000
GD01,GUDANG COBA,009000
GD12,Gudang IKC,009000
GDNG,Gudang Senjata,009000
GG1,GROUP GUDANG 1,009000
GRUP,Grup coba,009000
Glol3,lol3,009000
IKC,test IKC,009000
IKC-1,LANTAI 2,009000
IKC18822,mantap,009000
IKC2022,Gudang IKC,009000
IKC99,Sembila9,009000
IKCIKC,Gudang IKCIKC,009000
JOKI,JOKI 1,009000
KD-G1,GUDANG-1,009000
KYUTNM,2X11,009000
MESS,MESS,009000
PDG2022,Kijang 1,009000
PKIMLE,DIKCFajri,009000
R5,test5,009000
R7,Test7,009000
TB099,test,009000
TEST1,TEST1,009000
TEST2,TEST GUDANG 2,009000
TEST3,TEST GUDANG 3,009000
TT,oke,009000
abc123,abc123,009000
abcd,coba saja,009000
abdc,coba saja,009000
coba,TPSGUDANG,009000
lol2,lol2,009000
lol3,testing,009000
mess,mess dikc,009000
popop,popop,009000
tets,temfnf dfd2 sds,009000
APK,PT. ANGKASA PURA KARGO,010100
APK3,PT. ANGKASA PURA KARGO,010100
BS,PT. Birotika Semesta,010100
DHL,GUDANG BIROTIKA SEMESTA / DHL,010100
DHL3,PT. Birotika Semesta,010100
G0002,PT. POS INDONESIA (PERSERO),010100
G001,PT. ANGKASA PURA KARGO,010100
G002,G002,010100
GUDANG JASA ANGKASA SEMESTA,GUDANG JASA ANGKASA SEMESTA,010100
MONANG SIANIPAR ABADI,MONANG SIANIPAR ABADI,010100
MSA,MONANG SIANIPAR ABADI,010100
MSA3,PT. MONANG SIANIPAR ABADI,010100
POS,PT. POS INDONESIA (PERSERO),010100
1014,GUDANG 102 - 104,010700
1059,GUDANG 105 -109,010700
2030,GUDANG 201 - 203 & 301 - 303,010700
ART1,TPS PT ARTHA SAMUDRA KONTINDO,010700
ASK1,TPS ARTHA SAMUDRA KONTINDO,010700
G001,TPS GABION,010700
G002,TPFT GRAHA SEGARA,010700
G110,GUDANG 110 - 113,010700
GABI,LAP. PENUM. PETI KEMAS GABION,010700
G_PRIM,TPS PRIMA TERMINAL PETIKEMAS,010700
MERA,GUDANG MERAH 001 - 008,010700
MKT,TPS MKT,010700
PRIM,TPS PRIMA TERMINAL PETIKEMAS,010700
SG1,TPS SARANA GEMILANG UJUNG BARU,010700
G001,GROUP GUDANG 1,010800
NXS,GUDANG EKSPORTIR NEXUS,010800
PAW,Gudang Permata Arga Wisesa,010800
PGS,Grup Gudang 001,010800
POS,PT POS INDONESIA (PERSERO) KANTOR POS MEDAN,010800
Z14,Zona 14,010800
G001,Gudang 01,010900
ACPI,ALLIANCE,011000
ACPI 01,ALLIANCE,011000
SMNT 01,PT SMNT,011000
STP,PT STP,011000
STP1,PT STP,011000
UOI,UNILEVER,011000
UOI 01,PT UNILEVER,011000
UOI 02,PT API,011000
UOi 02,PT API,011000
GD01,TPS PELINDO,011100
INAL,Indonesia Asahan Aluminium,011200
KTMT,KUALA TANJUNG MULTIPURPOSE TERMINAL,011200
LPIN,Lapangan Penimbunan Inalum,011200
TMNA,PT. MULTIMAS NABATI ASAHAN,011200
1001,TANGKI TIMBUN MTP,011300
1002,DERMAGA PELABUHAN SIBOLGA,011300
1003,MUJUR TIMBER,011300
G001,TANGKI TIMBUN MTP,011300
GD01,GUDANG LAINNYA,011300
GD02,DERMAGA PELABUHAN SIBOLGA,011300
GD03,MUJUR TIMBER,011300
1A,Tanki Timbun PT. Wilmar Nabati Indonesia,011500
APKA,GUDANG TPS ANGKASA PURA KARGO,011500
G1,Pelabuhan,011500
G101,GUDANG 101,011500
G102,GUDANG 102,011500
G104,GUDANG 104,011500
GPS,Gudang Cilacap dan Gudang Persada,011500
LAINNYA,Tempat Yang Dipersamakan Dengan TPS Sesuai Persetujuan Kepala Kantor,011500
PRC!,Tanki Timbun PT. Padang Raya Cakrawala,011500
Pelabuhan,Pelabuhan,011500
T1,TPS Pelindo,011500
TPBPRC,Tanki Timbun PT. Padang Raya Cakrawala,011500
TPBUIP,Tanki Timbun PT. Usaha Inti Padang,011500
TPBWIM,Tanki Timbun PT. Wira Inno Mas,011500
TPBWNI,Tanki Timbun PT. Wilmar Nabati Indonesia,011500
UIP1,Tanki Timbun PT. Usaha Inti Padang,011500
WIM1,Tanki Timbun PT. Wira Inno Mas,011500
YARD,lapangan penimbunan / container yard,011500
TB01,Tanjung Balai Karimun,020100
TB02,Hanggar Parit Rempak,020100
TB03,Hanggar Moro,020100
TB04,Hanggar Tg. Batu / Tg. Berlian,020100
TB1,Tanjung Balai Karimun,020100
BT01,BATU AMPAR,020400
BT05,HANG NADIM,020400
BT07,KABIL PTK,020400
BT08,PUNGGUR,020400
BT09,SEKUPANG,020400
BT10,SEWU,020400
BT11,TELUK SENIMBA,020400
BT12,SAGULUNG / TANJUNG UNCANG,020400
BT13,BIROTIKA SEMESTA,020400
BT15,BINTANG 99 PERSADA,020400
BT23,GLOBAL LOGISTIK BERSAMA,020400
BT24,PT. ANDALAN EXPRESS INDONESIA,020400
BT25,ANGKASA PURA LOGISTIK,020400
BT26,PT MAJESTY GLOBAL SEJAHTERA,020400
BT27,PT POS INDONESIA (PERSERO),020400
BT28,FEDEX EXPRESS INTERNATIONAL,020400
BT7B,SEMBLOG,020400
PS01,SAMBU BLP,020400
BBT01,BANDAR BINTAN TELANI,020500
L01,LOBAM,020500
M01,Matak Base,020500
N01,NATUNA,020500
PTK1,PETEKA KARYA TIRTA,020500
TP01,PELABUHAN KIJANG,020500
TP02,PELABUHAN BATU VI,020500
TR01,TAREMPA,020500
TU01,PETEKA KARYA TIRTA,020500
TU02,TANJUNG UBAN,020500
G001,Gudang 1,020900
G002,Gudang 2,020900
GPLI,GUDANG PT PELINDO DUMAI,020900
GSDO,Gudang PT. SDO,020900
GSDS,Gudang PT. SDS Lubuk Gaung,020900
KIBP,KAWASAN INDUSTRI INTIBENUA,020900
LAIN,Gudang Luar Kawasan Pabean Lainnya,020900
P001,GUDANG PACIFIC INDOPALM INDUSTRIES,020900
BDP,GUDANG BENGKALIS DOCKINDO PERKASA,021100
BKS1,GUDANG IMPORTIR BENGKALIS,021100
GIA,GUDANG IMPORTIR ASEAN JAYA,021100
GIAJ,GUDANG IMPORTIR ASEAN JAYA,021100
GIES,GUDANG IMPORTIR ESSENSIAL SUCCES,021100
GISJ,GUDANG IMPORTIR SUMARLIN JAYA,021100
GPS,GUDANG MILIK PT.PELINDO I,021100
AKEK,Gudang Ekspor Angkasa Pura Kargo,021200
ANGK,Gudang Impor PT. Angkasa Pura II (Kargo),021200
APR,Gudang PT Asia Pasific Rayon,021200
APY,Gudang PT Asia Pacific Yarn,021200
BTN,Buatan RAPP,021200
G001,GBTA,021200
G002,ANGK,021200
G003,GPEL,021200
G004,FUTONG,021200
G005,IKPP,021200
G006,GPEB,021200
G007,Gudang Impor PT RAK (Kerinci Pos 2),021200
GBTA,Gudang Penimbunan PT. BTA (Sei Dukuh),021200
GBTN,GUDANG IMPOR PELABUHAN BUTON,021200
GDLK,Gudang di Luar Kawasan Pabean,021200
GLKC,Gudang Impor PT. LKC (Pekanbaru) Sei Duku,021200
GPEB,GUDANG PEBPI SIAK SRI INDRAPURA,021200
GPEL,Gudang Impor PT. Pelindo Perawang,021200
GPLI,Gudang Impor PT. PLI (Perawang),021200
GPPI,Gudang Impor PT. PPI (Perawang),021200
GRAK,Gudang Impor PT RAK (Kerinci Pos 2),021200
GRAPP,Gudang Impor PT RAPP,021200
IKPP,Gudang Impor PT IKPP (Perawang),021200
LFTG,Lapangan Penimbunan Futong,021200
LPEL,Lapangan Penimbunan Container PT. Pelindo,021200
RAPP,Gudang Impor PT. RAPP Buatan (KB),021200
